Description,domain,gd,gd_val,q,q_val,um,um_val,geo,geo_val,country,search_source,source_val,expected_response,Accept-Language,id,User-Agent
Allocation mode 0,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000134,q,test1,um,0,iptest,23.16.0.1,CA,,,bing.com,en-CA,2,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1425,um,7,iptest,2.248.0.1,SE,,,bing.com,sv-SE,1426,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1426,um,7,iptest,5.198.144.2,AT,,,bing.com,de-AT,1427,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1427,um,7,iptest,2.104.0.0,DK,,,bing.com,da-DK,1428,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1428,um,7,iptest,143.54.0.1,BR,,,bing.com,pt-BR,1429,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1429,um,7,iptest,1.22.0.1,IN,,,bing.com,as-IN,1430,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1430,um,8,iptest,23.16.0.1,CA,,,bing.com,en-CA,1431,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1431,um,8,iptest,3.0.0.1,US,,,bing.com,en-US,1432,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1432,um,8,iptest,1.43.255.255,AU,,,bing.com,en-AU,1433,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1433,um,8,iptest,2.175.255.255,DE,,,bing.com,de-DE,1434,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1434,um,8,iptest,2.143.255.255,ES,,,bing.com,eu-ES,1435,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1435,um,8,iptest,2.15.255.255,FR,,,bing.com,fr-FR,1436,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1436,um,8,iptest,2.31.255.255,GB,,,bing.com,en-GB,1437,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1437,um,8,iptest,2.47.255.255,IT,,,bing.com,it-IT,1438,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1438,um,8,iptest,1.0.31.255,JP,,,bing.com,ja-JP,1439,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1439,um,8,iptest,5.2.79.255,NL,,,bing.com,nl-NL,1440,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1440,um,8,iptest,14.1.63.255,NZ,,,bing.com,en-NZ,1441,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1441,um,8,iptest,31.31.128.1,BE,,,bing.com,be-BY,1442,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1442,um,8,iptest,5.44.127.255,CH,,,bing.com,fr-CH,1443,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1443,um,8,iptest,78.141.128.0,LU,,,bing.com,fr-CH,1444,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1444,um,8,iptest,5.100.176.1,NO,,,bing.com,nb-NO,1445,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1445,um,8,iptest,37.33.0.1,FI,,,bing.com,fi-FI,1446,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1446,um,8,iptest,2.248.0.1,SE,,,bing.com,sv-SE,1447,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1447,um,8,iptest,5.198.144.2,AT,,,bing.com,de-AT,1448,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1448,um,8,iptest,2.104.0.0,DK,,,bing.com,da-DK,1449,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1449,um,8,iptest,143.54.0.1,BR,,,bing.com,pt-BR,1450,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1450,um,8,iptest,1.22.0.1,IN,,,bing.com,as-IN,1451,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1451,um,99,iptest,23.16.0.1,CA,,,bing.com,en-CA,1452,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1452,um,99,iptest,3.0.0.1,US,,,bing.com,en-US,1453,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1453,um,99,iptest,1.43.255.255,AU,,,bing.com,en-AU,1454,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1454,um,99,iptest,2.175.255.255,DE,,,bing.com,de-DE,1455,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1455,um,99,iptest,2.143.255.255,ES,,,bing.com,eu-ES,1456,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1456,um,99,iptest,2.15.255.255,FR,,,bing.com,fr-FR,1457,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1457,um,99,iptest,2.31.255.255,GB,,,bing.com,en-GB,1458,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1458,um,99,iptest,2.47.255.255,IT,,,bing.com,it-IT,1459,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1459,um,99,iptest,1.0.31.255,JP,,,bing.com,ja-JP,1460,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1460,um,99,iptest,5.2.79.255,NL,,,bing.com,nl-NL,1461,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1461,um,99,iptest,14.1.63.255,NZ,,,bing.com,en-NZ,1462,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1462,um,99,iptest,31.31.128.1,BE,,,bing.com,be-BY,1463,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1463,um,99,iptest,5.44.127.255,CH,,,bing.com,fr-CH,1464,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1464,um,99,iptest,78.141.128.0,LU,,,bing.com,fr-CH,1465,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1465,um,99,iptest,5.100.176.1,NO,,,bing.com,nb-NO,1466,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1466,um,99,iptest,37.33.0.1,FI,,,bing.com,fi-FI,1467,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1467,um,99,iptest,2.248.0.1,SE,,,bing.com,sv-SE,1468,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1468,um,99,iptest,5.198.144.2,AT,,,bing.com,de-AT,1469,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1469,um,99,iptest,2.104.0.0,DK,,,bing.com,da-DK,1470,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1470,um,99,iptest,143.54.0.1,BR,,,bing.com,pt-BR,1471,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1471,um,99,iptest,1.22.0.1,IN,,,bing.com,as-IN,1472,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1472,um,0,iptest,2.52.0.0,IL,,,google.com,he-IL,1473,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1473,um,1,iptest,2.52.0.0,IL,,,google.com,he-IL,1474,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1474,um,2,iptest,2.52.0.0,IL,,,google.com,he-IL,1475,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1475,um,3,iptest,2.52.0.0,IL,,,google.com,he-IL,1476,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1476,um,4,iptest,2.52.0.0,IL,,,google.com,he-IL,1477,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1477,um,5,iptest,2.52.0.0,IL,,,google.com,he-IL,1478,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1478,um,6,iptest,2.52.0.0,IL,,,google.com,he-IL,1479,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1479,um,7,iptest,2.52.0.0,IL,,,google.com,he-IL,1480,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,SY1000150,q,test1480,um,8,iptest,2.52.0.0,IL,,,google.com,he-IL,1481,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1481,um,0,iptest,23.16.0.1,CA,,,bing.com,en-CA,1482,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1482,um,0,iptest,3.0.0.1,US,,,bing.com,en-US,1483,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1483,um,0,iptest,1.43.255.255,AU,,,bing.com,en-AU,1484,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1484,um,0,iptest,2.175.255.255,DE,,,bing.com,de-DE,1485,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1485,um,0,iptest,2.143.255.255,ES,,,bing.com,eu-ES,1486,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1486,um,0,iptest,2.15.255.255,FR,,,bing.com,fr-FR,1487,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1487,um,0,iptest,2.31.255.255,GB,,,bing.com,en-GB,1488,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1488,um,0,iptest,2.47.255.255,IT,,,bing.com,it-IT,1489,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1489,um,0,iptest,1.0.31.255,JP,,,bing.com,ja-JP,1490,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1490,um,0,iptest,5.2.79.255,NL,,,bing.com,nl-NL,1491,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1491,um,0,iptest,14.1.63.255,NZ,,,bing.com,en-NZ,1492,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1492,um,0,iptest,31.31.128.1,BE,,,bing.com,be-BY,1493,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1493,um,0,iptest,5.44.127.255,CH,,,bing.com,fr-CH,1494,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1494,um,0,iptest,78.141.128.0,LU,,,bing.com,fr-CH,1495,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1495,um,0,iptest,5.100.176.1,NO,,,bing.com,nb-NO,1496,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1496,um,0,iptest,37.33.0.1,FI,,,bing.com,fi-FI,1497,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1497,um,0,iptest,2.248.0.1,SE,,,bing.com,sv-SE,1498,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1498,um,0,iptest,5.198.144.2,AT,,,bing.com,de-AT,1499,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1499,um,0,iptest,2.104.0.0,DK,,,bing.com,da-DK,1500,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1500,um,0,iptest,143.54.0.1,BR,,,bing.com,pt-BR,1501,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1501,um,0,iptest,1.22.0.1,IN,,,bing.com,as-IN,1502,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1502,um,1,iptest,23.16.0.1,CA,,,bing.com,en-CA,1503,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1503,um,1,iptest,3.0.0.1,US,,,bing.com,en-US,1504,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1504,um,1,iptest,1.43.255.255,AU,,,bing.com,en-AU,1505,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1505,um,1,iptest,2.175.255.255,DE,,,bing.com,de-DE,1506,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1506,um,1,iptest,2.143.255.255,ES,,,bing.com,eu-ES,1507,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1507,um,1,iptest,2.15.255.255,FR,,,bing.com,fr-FR,1508,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1508,um,1,iptest,2.31.255.255,GB,,,bing.com,en-GB,1509,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1509,um,1,iptest,2.47.255.255,IT,,,bing.com,it-IT,1510,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1510,um,1,iptest,1.0.31.255,JP,,,bing.com,ja-JP,1511,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1511,um,1,iptest,5.2.79.255,NL,,,bing.com,nl-NL,1512,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1512,um,1,iptest,14.1.63.255,NZ,,,bing.com,en-NZ,1513,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1513,um,1,iptest,31.31.128.1,BE,,,bing.com,be-BY,1514,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1514,um,1,iptest,5.44.127.255,CH,,,bing.com,fr-CH,1515,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1515,um,1,iptest,78.141.128.0,LU,,,bing.com,fr-CH,1516,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1516,um,1,iptest,5.100.176.1,NO,,,bing.com,nb-NO,1517,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1517,um,1,iptest,37.33.0.1,FI,,,bing.com,fi-FI,1518,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1518,um,1,iptest,2.248.0.1,SE,,,bing.com,sv-SE,1519,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1519,um,1,iptest,5.198.144.2,AT,,,bing.com,de-AT,1520,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1520,um,1,iptest,2.104.0.0,DK,,,bing.com,da-DK,1521,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1521,um,1,iptest,143.54.0.1,BR,,,bing.com,pt-BR,1522,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1522,um,1,iptest,1.22.0.1,IN,,,bing.com,as-IN,1523,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Allocation mode 16,se-q-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,CT3323967,q,test1523,um,2,iptest,23.16.0.1,CA,,,bing.com,en-CA,1524,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
