id,Description ,domain,gd,gd_val,q,q_val,um,um_val,geo,geo_val,country,search_source,source_val,expected_response,,User-Agent
542,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test213,um,1,iptest,23.16.0.1,canada,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
543,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test214,um,1,iptest,2.175.255.255,de,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
544,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test215,um,1,iptest,2.143.255.255,es,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
545,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test216,um,1,iptest,2.15.255.255,fr,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
546,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test217,um,1,iptest,2.47.255.255,it,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
547,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test218,um,1,iptest,1.0.31.255,jp,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
548,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test219,um,1,iptest,5.2.79.255,nl,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
549,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test220,um,1,iptest,14.1.63.255,nz,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
550,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test221,um,1,iptest,3.0.0.1,us,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
551,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test222,um,1,iptest,2.31.255.255,gb,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
552,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test223,um,1,iptest,24.232.255.255,ar,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
553,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test224,um,1,iptest,146.155.0.1,cl,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
554,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test225,um,1,iptest,132.247.0.1,mx,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
555,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test226,um,1,iptest,132.184.0.1,pe,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
556,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test227,um,1,iptest,129.90.255.255,ve,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
557,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test228,um,1,iptest,143.54.0.1,br,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
558,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test229,um,1,iptest,5.198.144.2,at,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
559,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test230,um,1,iptest,2.128.0.2,dk,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
560,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test231,um,1,iptest,37.33.0.1,fi,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
561,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test232,um,1,iptest,5.100.176.1,no,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
562,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test233,um,1,iptest,2.248.0.1,se,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
563,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test234,um,1,iptest,5.44.127.255,ch,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
564,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test235,um,1,iptest,1.36.0.1,hk,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
565,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test236,um,1,iptest,1.22.0.1,in,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
566,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test237,um,1,iptest,27.111.32.1,id,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
567,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test238,um,1,iptest,1.32.0.0,my,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
568,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test239,um,1,iptest,27.108.0.1,ph,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
569,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test240,um,1,iptest,14.100.0.1,sg,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
570,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test241,um,1,iptest,1.200.0.1,tw,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
571,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test242,um,1,iptest,1.10.128.1,th,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
572,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test243,um,1,iptest,112.72.127.255,vn,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
573,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test244,um,1,iptest,31.31.128.1,be,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
574,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test245,um,1,iptest,152.204.0.1,co,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
575,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test246,um,1,iptest,46.51.128.0,ie,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
576,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test247,um,1,iptest,41.47.255.255,egypt,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
577,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,gd,sy1000139,q,test248,um,1,iptest,2.55.255.255,israel,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
578,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test249,um,1,iptest,23.16.0.1,canada,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
579,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test250,um,1,iptest,3.0.0.1,us,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
580,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test251,um,1,iptest,58.147.128.1,Afghanistan,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
581,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test252,um,1,iptest,5.10.240.1,Azerbaijan,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
582,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test253,um,1,iptest,5.100.192.1,Belarus,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
583,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test254,um,1,iptest,1.0.32.0,china,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
584,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test255,um,1,iptest,152.206.0.1,cuba,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
585,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test256,um,1,iptest,37.75.32.1,Malta,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
586,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test257,um,1,iptest,27.34.0.1,Nepal,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
587,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test258,um,1,iptest,41.67.0.1,Sudan,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
588,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test259,um,1,iptest,5.0.0.1,Syrian Arab Republic,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
589,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test260,um,1,iptest,62.209.128.1,Uzbekistan,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
590,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test261,um,1,iptest,112.72.127.255,Viet Nam,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
591,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test262,um,2,iptest,2.55.255.255,israel,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
592,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test263,um,3,iptest,2.55.255.255,israel,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
593,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test264,um,4,iptest,2.55.255.255,israel,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
594,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test265,um,5,iptest,2.55.255.255,israel,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
595,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test266,um,6,iptest,2.55.255.255,israel,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
596,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test267,um,7,iptest,2.55.255.255,israel,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
597,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test268,um,8,iptest,2.55.255.255,israel,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
598,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test269,um,99,iptest,2.55.255.255,israel,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
599,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test270,um,2,iptest,41.47.255.255,egypt,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
600,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test271,um,3,iptest,41.47.255.255,egypt,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
601,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test272,um,4,iptest,41.47.255.255,egypt,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
602,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test273,um,5,iptest,41.47.255.255,egypt,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
603,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test274,um,6,iptest,41.47.255.255,egypt,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
604,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test275,um,7,iptest,41.47.255.255,egypt,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
605,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test276,um,8,iptest,41.47.255.255,egypt,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
606,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test277,um,99,iptest,41.47.255.255,egypt,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
607,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test278,um,0,iptest,2.55.255.255,israel,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
608,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test279,um,0,iptest,41.47.255.255,egypt,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
609,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test280,um,1,iptest,23.16.0.1,canada,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
610,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test281,um,2,iptest,2.175.255.255,de,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
611,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test282,um,3,iptest,2.143.255.255,es,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
612,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test283,um,4,iptest,2.15.255.255,fr,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
613,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test284,um,5,iptest,2.47.255.255,it,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
614,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test285,um,6,iptest,1.0.31.255,jp,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
615,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test286,um,7,iptest,5.2.79.255,nl,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
616,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test287,um,8,iptest,14.1.63.255,nz,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
617,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test288,um,99,iptest,3.0.0.1,us,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
618,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test289,um,1,iptest,2.31.255.255,gb,,,bing.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
619,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test290,um,2,iptest,24.232.255.255,ar,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
620,Allocation mode 5,se-i-search-app.us-east-1.elasticbeanstalk.com/Results.aspx,ctid,sy1000139,q,test291,um,3,iptest,146.155.0.1,cl,,,google.com,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Mobile Safari/537.36"
